,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_income,log10_income
246,LP001814,1,2,2.0,0,0,9703,0.0,112.0,360.0,1.0,2,1,9703.0,3.986906031380721
247,LP001819,1,2,1.0,1,0,6608,0.0,137.0,180.0,1.0,2,1,6608.0,3.8200700343123257
248,LP001824,1,2,1.0,0,0,2882,1843.0,123.0,480.0,1.0,1,1,4725.0,3.674401812845282
249,LP001825,1,2,0.0,0,0,1809,1868.0,90.0,360.0,1.0,2,1,3677.0,3.5654936298688624
250,LP001835,1,2,0.0,1,0,1668,3890.0,201.0,360.0,0.0,1,0,5558.0,3.744918542441353
251,LP001836,0,0,2.0,0,0,3427,0.0,138.0,360.0,1.0,2,0,3427.0,3.534914104429867
252,LP001841,1,0,0.0,1,2,2583,2167.0,104.0,360.0,1.0,0,1,4750.0,3.6766936096248664
253,LP001843,1,2,1.0,1,0,2661,7101.0,279.0,180.0,1.0,1,1,9762.0,3.9895388033205026
254,LP001844,1,0,0.0,0,2,16250,0.0,192.0,360.0,0.0,2,0,16250.0,4.210853365314893
255,LP001846,0,0,3.0,0,0,3083,0.0,255.0,360.0,1.0,0,1,3083.0,3.488973524726508
256,LP001849,1,0,0.0,1,0,6045,0.0,115.0,360.0,0.0,0,0,6045.0,3.7813963051967905
257,LP001854,1,2,3.0,0,0,5250,0.0,94.0,360.0,1.0,2,0,5250.0,3.720159303405957
258,LP001859,1,2,0.0,0,0,14683,2100.0,304.0,360.0,1.0,0,0,16783.0,4.224869594573257
259,LP001864,1,2,3.0,1,0,4931,0.0,128.0,360.0,1.0,1,0,4931.0,3.692935002531138
260,LP001865,1,2,1.0,0,0,6083,4250.0,330.0,360.0,1.0,2,1,10333.0,4.01422642938923
261,LP001868,1,0,0.0,0,0,2060,2209.0,134.0,360.0,1.0,1,1,4269.0,3.6303261548039467
262,LP001870,0,0,1.0,0,0,3481,0.0,155.0,36.0,1.0,1,0,3481.0,3.5417040232842885
263,LP001871,0,0,0.0,0,0,7200,0.0,120.0,360.0,1.0,0,1,7200.0,3.8573324964312685
264,LP001872,1,0,0.0,0,2,5166,0.0,128.0,360.0,1.0,1,1,5166.0,3.7131544018372984
265,LP001875,1,0,0.0,0,0,4095,3447.0,151.0,360.0,1.0,0,1,7542.0,3.8774865280696016
266,LP001877,1,2,2.0,0,0,4708,1387.0,150.0,360.0,1.0,1,1,6095.0,3.7849737099544005
267,LP001882,1,2,3.0,0,0,4333,1811.0,160.0,360.0,0.0,2,1,6144.0,3.7884512070234555
268,LP001883,0,0,0.0,0,1,3418,0.0,135.0,360.0,1.0,0,0,3418.0,3.533772058384718
269,LP001884,0,0,1.0,0,0,2876,1560.0,90.0,360.0,1.0,2,1,4436.0,3.6469915374771222
270,LP001888,0,0,0.0,0,0,3237,0.0,30.0,360.0,1.0,2,1,3237.0,3.5101426994025733
271,LP001891,1,2,0.0,0,0,11146,0.0,136.0,360.0,1.0,2,1,11146.0,4.047119038720181
272,LP001892,1,0,0.0,0,0,2833,1857.0,126.0,360.0,1.0,0,1,4690.0,3.6711728427150834
273,LP001894,1,2,0.0,0,0,2620,2223.0,150.0,360.0,1.0,1,1,4843.0,3.6851144690465394
274,LP001896,1,2,2.0,0,0,3900,0.0,90.0,360.0,1.0,1,1,3900.0,3.591064607026499
275,LP001900,1,2,1.0,0,0,2750,1842.0,115.0,360.0,1.0,1,1,4592.0,3.662001879389917
276,LP001903,1,2,0.0,0,0,3993,3274.0,207.0,360.0,1.0,1,1,7267.0,3.86135516019326
277,LP001904,1,2,0.0,0,0,3103,1300.0,80.0,360.0,1.0,2,1,4403.0,3.6437486854595256
278,LP001907,1,2,0.0,0,0,14583,0.0,436.0,360.0,1.0,1,1,14583.0,4.163846875794205
279,LP001908,0,2,0.0,1,0,4100,0.0,124.0,360.0,1.0,0,1,4100.0,3.6127838567197355
280,LP001910,1,0,1.0,1,2,4053,2426.0,158.0,360.0,0.0,2,0,6479.0,3.811507979945327
281,LP001914,1,2,0.0,0,0,3927,800.0,112.0,360.0,1.0,1,1,4727.0,3.6745856023029138
282,LP001915,1,2,2.0,0,0,2301,985.7999877999997,78.0,180.0,1.0,2,1,3286.7999877999996,3.5167732766895647
283,LP001917,0,0,0.0,0,0,1811,1666.0,54.0,360.0,1.0,2,1,3477.0,3.5412046906832586
284,LP001922,1,2,0.0,0,0,20667,0.0,128.0,360.0,1.0,0,0,20667.0,4.31527743947181
285,LP001924,1,0,0.0,0,0,3158,3053.0,89.0,360.0,1.0,0,1,6211.0,3.793161529245551
286,LP001925,0,0,0.0,0,2,2600,1717.0,99.0,300.0,1.0,1,0,4317.0,3.635182048656268
287,LP001926,1,2,0.0,0,0,3704,2000.0,120.0,360.0,1.0,0,1,5704.0,3.756179516843809
288,LP001931,0,0,0.0,0,0,4124,0.0,115.0,360.0,1.0,1,1,4124.0,3.6153186566114788
289,LP001935,1,0,0.0,0,0,9508,0.0,187.0,360.0,1.0,0,1,9508.0,3.9780891730561425
290,LP001936,1,2,0.0,0,0,3075,2416.0,139.0,360.0,1.0,0,1,5491.0,3.7396514437093766
291,LP001938,1,2,2.0,0,0,4400,0.0,127.0,360.0,0.0,1,0,4400.0,3.6434526764861874
292,LP001940,1,2,2.0,0,0,3153,1560.0,134.0,360.0,1.0,2,1,4713.0,3.6732974397596356
293,LP001945,0,0,0.0,0,0,5417,0.0,143.0,480.0,0.0,2,0,5417.0,3.733758835587203
294,LP001947,1,2,0.0,0,0,2383,3334.0,172.0,360.0,1.0,1,1,5717.0,3.7571681922142726
295,LP001949,1,2,3.0,0,1,4416,1250.0,110.0,360.0,1.0,2,1,5666.0,3.7532765701844184
296,LP001953,1,2,1.0,0,0,6875,0.0,200.0,360.0,1.0,1,1,6875.0,3.8372727025023003
297,LP001954,0,2,1.0,0,0,4666,0.0,135.0,360.0,1.0,2,1,4666.0,3.668944734457734
298,LP001955,0,0,0.0,0,0,5000,2541.0,151.0,480.0,1.0,0,0,7541.0,3.87742894078822
299,LP001963,1,2,1.0,0,0,2014,2925.0,113.0,360.0,1.0,2,0,4939.0,3.693639026161548
300,LP001964,1,2,0.0,1,0,1800,2934.0,93.0,360.0,0.0,2,0,4734.0,3.675228253593064
301,LP001972,1,2,0.0,1,0,2875,1750.0,105.0,360.0,1.0,1,1,4625.0,3.6651117370750512
302,LP001974,0,0,0.0,0,0,5000,0.0,132.0,360.0,1.0,0,1,5000.0,3.6989700043360187
303,LP001977,1,2,1.0,0,0,1625,1803.0,96.0,360.0,1.0,2,1,3428.0,3.5350408132511606
304,LP001978,1,0,0.0,0,0,4000,2500.0,140.0,360.0,1.0,0,1,6500.0,3.8129133566428557
305,LP001990,1,0,0.0,1,0,2000,0.0,128.0,360.0,1.0,2,0,2000.0,3.3010299956639813
306,LP001993,0,0,0.0,0,0,3762,1666.0,135.0,360.0,1.0,0,1,5428.0,3.7346398389876994
307,LP001994,0,0,0.0,0,0,2400,1863.0,104.0,360.0,0.0,2,0,4263.0,3.629715332647132
308,LP001996,1,0,0.0,0,0,20233,0.0,480.0,360.0,1.0,0,0,20233.0,4.3060602815276
309,LP001998,1,2,2.0,1,0,7667,0.0,185.0,360.0,1.0,0,1,7667.0,3.8846254632562345
310,LP002002,0,0,0.0,0,0,2917,0.0,84.0,360.0,1.0,1,1,2917.0,3.4649364291217326
311,LP002004,1,0,0.0,1,0,2927,2405.0,111.0,360.0,1.0,1,1,5332.0,3.726890140741822
312,LP002006,0,0,0.0,0,0,2507,0.0,56.0,360.0,1.0,0,1,2507.0,3.3991543339582164
313,LP002008,1,2,2.0,0,2,5746,0.0,144.0,84.0,1.0,0,1,5746.0,3.759365621655929
314,LP002024,2,2,0.0,0,0,2473,1843.0,159.0,360.0,1.0,0,0,4316.0,3.635081436010873
315,LP002031,1,2,1.0,1,0,3399,1640.0,111.0,180.0,1.0,2,1,5039.0,3.7023443583557687
316,LP002035,1,2,2.0,0,0,3717,0.0,120.0,360.0,1.0,1,1,3717.0,3.570192561095726
317,LP002036,1,2,0.0,0,0,2058,2134.0,88.0,360.0,1.0,2,1,4192.0,3.6224212739756703
318,LP002043,0,0,1.0,0,0,3541,0.0,112.0,360.0,1.0,1,1,3541.0,3.5491259267581112
319,LP002050,1,2,1.0,0,2,10000,0.0,155.0,360.0,1.0,0,0,10000.0,4.0
320,LP002051,1,2,0.0,0,0,2400,2167.0,115.0,360.0,1.0,1,1,4567.0,3.6596310116070008
321,LP002053,1,2,3.0,0,0,4342,189.0,124.0,360.0,1.0,1,1,4531.0,3.656194062179186
322,LP002054,1,2,2.0,1,0,3601,1590.0,128.0,360.0,1.0,0,1,5191.0,3.7152510288788494
323,LP002055,0,0,0.0,0,0,3166,2985.0,132.0,360.0,1.0,0,1,6151.0,3.788945727023748
324,LP002065,1,2,3.0,0,0,15000,0.0,300.0,360.0,1.0,0,1,15000.0,4.176091259055681
325,LP002067,1,2,1.0,0,2,8666,4983.0,376.0,360.0,0.0,0,0,13649.0,4.13510083376572
326,LP002068,1,0,0.0,0,0,4917,0.0,130.0,360.0,0.0,0,1,4917.0,3.6917002082901615
327,LP002082,1,2,0.0,0,2,5818,2160.0,184.0,360.0,1.0,1,1,7978.0,3.901894031973821
328,LP002086,0,2,0.0,0,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,3.8314858392486575
329,LP002087,0,0,0.0,0,0,2500,0.0,67.0,360.0,1.0,2,1,2500.0,3.3979400086720375
330,LP002097,1,0,1.0,0,0,4384,1793.0,117.0,360.0,1.0,2,1,6177.0,3.7907776013376937
331,LP002098,1,0,0.0,0,0,2935,0.0,98.0,360.0,1.0,1,1,2935.0,3.467608105583633
332,LP002100,1,0,0.0,0,0,2833,0.0,71.0,360.0,1.0,2,1,2833.0,3.452246574520437
333,LP002101,1,2,0.0,0,1,63337,0.0,490.0,180.0,1.0,2,1,63337.0,4.801657488870102
334,LP002103,2,2,1.0,0,2,9833,1833.0,182.0,180.0,1.0,2,1,11666.0,4.066921972093997
335,LP002106,1,2,0.0,0,2,5503,4490.0,70.0,360.0,1.0,1,1,9993.0,3.999695887410839
336,LP002110,1,2,1.0,0,1,5250,688.0,160.0,360.0,1.0,0,1,5938.0,3.7736401932600256
337,LP002112,1,2,2.0,0,2,2500,4600.0,176.0,360.0,1.0,0,1,7100.0,3.8512583487190755
338,LP002113,0,0,3.0,1,0,1830,0.0,128.0,360.0,0.0,2,0,1830.0,3.2624510897304293
339,LP002114,0,0,0.0,0,0,4160,0.0,71.0,360.0,1.0,1,1,4160.0,3.6190933306267428
340,LP002115,1,2,3.0,1,0,2647,1587.0,173.0,360.0,1.0,0,0,4234.0,3.6267508536833932
341,LP002116,0,0,0.0,0,0,2378,0.0,46.0,360.0,1.0,0,0,2378.0,3.376211850282673
342,LP002119,1,2,1.0,1,0,4554,1229.0,158.0,360.0,1.0,2,1,5783.0,3.7621531923035945
343,LP002126,1,2,3.0,1,0,3173,0.0,74.0,360.0,1.0,1,1,3173.0,3.501470072100412
344,LP002128,1,2,2.0,0,1,2583,2330.0,125.0,360.0,1.0,0,1,4913.0,3.691346764134822
345,LP002129,1,2,0.0,0,0,2499,2458.0,160.0,360.0,1.0,1,1,4957.0,3.6952189189051508
346,LP002130,1,2,0.0,1,0,3523,3230.0,152.0,360.0,0.0,0,0,6753.0,3.8294967497201826
347,LP002131,1,2,2.0,1,0,3083,2168.0,126.0,360.0,1.0,2,1,5251.0,3.720242018287057
348,LP002137,1,2,0.0,0,0,6333,4583.0,259.0,360.0,1.0,1,1,10916.0,4.038063526997859
349,LP002138,1,2,0.0,0,0,2625,6250.0,187.0,360.0,1.0,0,1,8875.0,3.9481683617271317
350,LP002139,1,2,0.0,0,0,9083,0.0,228.0,360.0,1.0,1,1,9083.0,3.958229314188382
351,LP002140,1,0,0.0,0,0,8750,4167.0,308.0,360.0,1.0,0,0,12917.0,4.111161659577588
352,LP002141,1,2,3.0,0,0,2666,2083.0,95.0,360.0,1.0,0,1,4749.0,3.676602169582018
353,LP002142,0,2,0.0,0,2,5500,0.0,105.0,360.0,0.0,0,0,5500.0,3.7403626894942437
354,LP002143,0,2,0.0,0,0,2423,505.0,130.0,360.0,1.0,1,1,2928.0,3.4665710723863543
355,LP002144,0,0,0.0,0,0,3813,0.0,116.0,180.0,1.0,2,1,3813.0,3.5812668052736707
356,LP002149,1,2,2.0,0,0,8333,3167.0,165.0,360.0,1.0,0,1,11500.0,4.060697840353612
357,LP002151,1,2,1.0,0,0,3875,0.0,67.0,360.0,1.0,2,0,3875.0,3.588271706842329
358,LP002158,1,2,0.0,1,0,3000,1666.0,100.0,480.0,0.0,2,0,4666.0,3.668944734457734
359,LP002160,1,2,3.0,0,0,5167,3167.0,200.0,360.0,1.0,1,1,8334.0,3.9208534961212593
360,LP002161,0,0,1.0,0,0,4723,0.0,81.0,360.0,1.0,1,0,4723.0,3.6742179455767
361,LP002170,1,2,2.0,0,0,5000,3667.0,236.0,360.0,1.0,1,1,8667.0,3.9378687965638592
362,LP002175,1,2,0.0,0,0,4750,2333.0,130.0,360.0,1.0,2,1,7083.0,3.8502172417983895
363,LP002178,1,2,0.0,0,0,3013,3033.0,95.0,300.0,1.0,2,1,6046.0,3.781468142841798
364,LP002180,1,0,0.0,0,2,6822,0.0,141.0,360.0,1.0,0,1,6822.0,3.8339117150713786
365,LP002181,1,0,0.0,1,0,6216,0.0,133.0,360.0,1.0,0,0,6216.0,3.793511005792858
366,LP002187,1,0,0.0,0,0,2500,0.0,96.0,480.0,1.0,1,0,2500.0,3.3979400086720375
367,LP002188,1,0,0.0,0,0,5124,0.0,124.0,360.0,0.0,0,0,5124.0,3.7096091210726487
368,LP002190,1,2,1.0,0,0,6325,0.0,175.0,360.0,1.0,1,1,6325.0,3.8010605298478555
369,LP002191,1,2,0.0,0,0,19730,5266.0,570.0,360.0,1.0,0,0,24996.0,4.397870515995371
370,LP002194,0,0,0.0,0,2,15759,0.0,55.0,360.0,1.0,1,1,15759.0,4.197528655522771
371,LP002197,1,2,2.0,0,0,5185,0.0,155.0,360.0,1.0,1,1,5185.0,3.7147487607250596
372,LP002201,1,2,2.0,0,2,9323,7873.0,380.0,300.0,1.0,0,1,17196.0,4.2354274364449696
373,LP002205,1,0,1.0,0,0,3062,1987.0,111.0,180.0,0.0,2,0,5049.0,3.7032053706954864
374,LP002209,0,0,0.0,0,1,2764,1459.0,110.0,360.0,1.0,2,1,4223.0,3.625621081424908
375,LP002211,1,2,0.0,0,0,4817,923.0,120.0,180.0,1.0,2,1,5740.0,3.7589118923979736
376,LP002219,1,2,3.0,0,0,8750,4996.0,130.0,360.0,1.0,0,1,13746.0,4.138176339573041
377,LP002223,1,2,0.0,0,0,4310,0.0,130.0,360.0,1.0,1,1,4310.0,3.6344772701607315
378,LP002224,1,0,0.0,0,0,3069,0.0,71.0,480.0,1.0,2,0,3069.0,3.4869968884318228
379,LP002225,1,2,2.0,0,0,5391,0.0,130.0,360.0,1.0,2,1,5391.0,3.7316693318286362
380,LP002226,1,2,0.0,0,1,3333,2500.0,128.0,360.0,1.0,1,1,5833.0,3.7658919764300154
381,LP002229,1,0,0.0,0,0,5941,4232.0,296.0,360.0,1.0,1,1,10173.0,4.007449044497749
382,LP002231,0,0,0.0,0,0,6000,0.0,156.0,360.0,1.0,2,1,6000.0,3.7781512503836434
383,LP002234,1,0,0.0,0,2,7167,0.0,128.0,360.0,1.0,2,1,7167.0,3.8553374044695405
384,LP002236,1,2,2.0,0,0,4566,0.0,100.0,360.0,1.0,2,0,4566.0,3.6595359071542166
385,LP002237,1,0,1.0,0,1,3667,0.0,113.0,180.0,1.0,2,1,3667.0,3.5643109099606027
386,LP002239,1,0,0.0,1,0,2346,1600.0,132.0,360.0,1.0,1,1,3946.0,3.5961570809161723
387,LP002243,1,2,0.0,1,0,3010,3136.0,128.0,360.0,0.0,2,0,6146.0,3.7885925559203595
388,LP002244,1,2,0.0,0,0,2333,2417.0,136.0,360.0,1.0,2,1,4750.0,3.6766936096248664
389,LP002250,1,2,0.0,0,0,5488,0.0,125.0,360.0,1.0,0,1,5488.0,3.7394141026986953
390,LP002255,1,0,3.0,0,0,9167,0.0,185.0,360.0,1.0,0,1,9167.0,3.962227231350085
391,LP002262,1,2,3.0,0,0,9504,0.0,275.0,360.0,1.0,0,1,9504.0,3.9779064276371185
392,LP002263,1,2,0.0,0,0,2583,2115.0,120.0,360.0,1.0,2,1,4698.0,3.671913012441587
393,LP002265,1,2,2.0,1,0,1993,1625.0,113.0,180.0,1.0,1,1,3618.0,3.558468562523795
394,LP002266,1,2,2.0,0,0,3100,1400.0,113.0,360.0,1.0,2,1,4500.0,3.6532125137753435
395,LP002272,1,2,2.0,0,0,3276,484.0,135.0,360.0,1.0,1,1,3760.0,3.575187844927661
396,LP002277,0,0,0.0,0,0,3180,0.0,71.0,360.0,0.0,2,0,3180.0,3.5024271199844326
397,LP002281,1,2,0.0,0,0,3033,1459.0,95.0,360.0,1.0,2,1,4492.0,3.6524397475894204
398,LP002284,1,0,0.0,1,0,3902,1666.0,109.0,360.0,1.0,0,1,5568.0,3.7456992266025058
399,LP002287,0,0,0.0,0,0,1500,1800.0,103.0,360.0,0.0,1,0,3300.0,3.5185139398778875
400,LP002288,1,2,2.0,1,0,2889,0.0,45.0,180.0,0.0,2,0,2889.0,3.460747541844197
401,LP002296,1,0,0.0,1,0,2755,0.0,65.0,300.0,1.0,0,0,2755.0,3.4401216031878037
402,LP002297,1,0,0.0,0,0,2500,20000.0,103.0,360.0,1.0,1,1,22500.0,4.352182518111363
403,LP002300,0,0,0.0,1,0,1963,0.0,53.0,360.0,1.0,1,1,1963.0,3.292920299600006
404,LP002301,0,0,0.0,0,2,7441,0.0,194.0,360.0,1.0,0,0,7441.0,3.8716313045375537
405,LP002305,0,0,0.0,0,0,4547,0.0,115.0,360.0,1.0,1,1,4547.0,3.6577249542051082
406,LP002308,1,2,0.0,1,0,2167,2400.0,115.0,360.0,1.0,2,1,4567.0,3.6596310116070008
407,LP002314,0,0,0.0,1,0,2213,0.0,66.0,360.0,1.0,0,1,2213.0,3.344981413927258
408,LP002315,1,2,1.0,0,0,8300,0.0,152.0,300.0,0.0,1,0,8300.0,3.9190780923760737
409,LP002317,1,2,3.0,0,0,81000,0.0,360.0,360.0,0.0,0,0,81000.0,4.9084850188786495
410,LP002318,0,0,1.0,1,2,3867,0.0,62.0,360.0,1.0,1,0,3867.0,3.5873741720730656
411,LP002319,1,2,0.0,0,1,6256,0.0,160.0,360.0,1.0,2,1,6256.0,3.7962967400517917
412,LP002328,1,2,0.0,1,0,6096,0.0,218.0,360.0,0.0,0,0,6096.0,3.785044958331544
413,LP002332,1,2,0.0,1,0,2253,2033.0,110.0,360.0,1.0,0,1,4286.0,3.63205216670581
414,LP002335,0,2,0.0,1,0,2149,3237.0,178.0,360.0,0.0,1,0,5386.0,3.731266349075492
415,LP002337,0,0,0.0,0,0,2995,0.0,60.0,360.0,1.0,2,1,2995.0,3.4763968267253302
416,LP002341,0,0,1.0,0,0,2600,0.0,160.0,360.0,1.0,2,0,2600.0,3.4149733479708178
417,LP002342,1,2,2.0,0,2,1600,20000.0,239.0,360.0,1.0,2,0,21600.0,4.334453751150931
418,LP002345,1,2,0.0,0,0,1025,2773.0,112.0,360.0,1.0,0,1,3798.0,3.5795549604009986
419,LP002347,1,2,0.0,0,0,3246,1417.0,138.0,360.0,1.0,1,1,4663.0,3.668665415454492
420,LP002348,1,2,0.0,0,0,5829,0.0,138.0,360.0,1.0,0,1,5829.0,3.765594055319445
421,LP002357,0,0,0.0,1,0,2720,0.0,80.0,360.0,0.0,2,0,2720.0,3.4345689040341987
422,LP002361,1,2,0.0,0,0,1820,1719.0,100.0,360.0,1.0,2,1,3539.0,3.548880562637515
423,LP002362,1,2,1.0,0,0,7250,1667.0,110.0,360.0,0.0,2,0,8917.0,3.9502187666418633
424,LP002364,1,2,0.0,0,0,14880,0.0,96.0,360.0,1.0,1,1,14880.0,4.17260293120986
425,LP002366,1,2,0.0,0,0,2666,4300.0,121.0,360.0,1.0,0,1,6966.0,3.8429834701222174
426,LP002367,0,0,1.0,1,0,4606,0.0,81.0,360.0,1.0,0,0,4606.0,3.663323933628212
427,LP002368,1,2,2.0,0,0,5935,0.0,133.0,360.0,1.0,1,1,5935.0,3.77342072329061
428,LP002369,1,2,0.0,0,0,2920,16.12000084,87.0,360.0,1.0,0,1,2936.12000084,3.467773801461207
429,LP002370,1,0,0.0,1,0,2717,0.0,60.0,180.0,1.0,2,1,2717.0,3.4340896384178907
430,LP002377,0,0,1.0,0,2,8624,0.0,150.0,360.0,1.0,1,1,8624.0,3.9357087478426633
431,LP002379,1,0,0.0,0,0,6500,0.0,105.0,360.0,0.0,0,0,6500.0,3.8129133566428557
432,LP002386,1,0,0.0,0,1,12876,0.0,405.0,360.0,1.0,1,1,12876.0,4.109780968013576
433,LP002387,1,2,0.0,0,0,2425,2340.0,143.0,360.0,1.0,1,1,4765.0,3.6780629049743454
434,LP002390,1,0,0.0,0,0,3750,0.0,100.0,360.0,1.0,2,1,3750.0,3.574031267727719
435,LP002393,0,1,0.0,0,0,10047,0.0,128.0,240.0,1.0,1,1,10047.0,4.002036402259529
436,LP002398,1,0,0.0,0,0,1926,1851.0,50.0,360.0,1.0,1,1,3777.0,3.5771469848275252
437,LP002401,1,2,0.0,0,0,2213,1125.0,128.0,360.0,1.0,2,1,3338.0,3.5234863323432277
438,LP002403,1,0,0.0,0,2,10416,0.0,187.0,360.0,0.0,2,0,10416.0,4.017700971224117
439,LP002407,0,2,0.0,1,2,7142,0.0,138.0,360.0,1.0,0,1,7142.0,3.853819845856763
440,LP002408,1,0,0.0,0,0,3660,5064.0,187.0,360.0,1.0,1,1,8724.0,3.940715656906663
441,LP002409,1,2,0.0,0,0,7901,1833.0,180.0,360.0,1.0,0,1,9734.0,3.9882913419074875
442,LP002418,1,0,3.0,1,0,4707,1993.0,148.0,360.0,1.0,1,1,6700.0,3.8260748027008264
443,LP002422,1,0,1.0,0,0,37719,0.0,152.0,360.0,1.0,1,1,37719.0,4.5765601702731695
444,LP002424,1,2,0.0,0,0,7333,8333.0,175.0,300.0,1.0,0,1,15666.0,4.194958122206588
445,LP002429,1,2,1.0,0,2,3466,1210.0,130.0,360.0,1.0,0,1,4676.0,3.6698745024898023
446,LP002434,1,2,2.0,1,0,4652,0.0,110.0,360.0,1.0,0,1,4652.0,3.667639706056411
447,LP002435,1,2,0.0,0,1,3539,1376.0,55.0,360.0,1.0,0,0,4915.0,3.6915235221681546
448,LP002443,1,2,2.0,0,0,3340,1710.0,150.0,360.0,0.0,0,0,5050.0,3.7032913781186614
449,LP002444,1,0,1.0,1,2,2769,1542.0,190.0,360.0,1.0,1,0,4311.0,3.634578022853888
450,LP002446,1,2,2.0,1,0,2309,1255.0,125.0,360.0,0.0,0,0,3564.0,3.5519376953648374
451,LP002447,1,2,2.0,1,0,1958,1456.0,60.0,300.0,1.0,2,1,3414.0,3.5332635167787148
452,LP002448,1,2,0.0,0,0,3948,1733.0,149.0,360.0,0.0,0,0,5681.0,3.7544247892772584
453,LP002449,1,2,0.0,0,0,2483,2466.0,90.0,180.0,0.0,0,1,4949.0,3.694517453811156
454,LP002453,1,0,0.0,0,2,7085,0.0,84.0,360.0,1.0,1,1,7085.0,3.850339854583479
455,LP002455,1,2,2.0,0,0,3859,0.0,96.0,360.0,1.0,1,1,3859.0,3.5864747785713966
456,LP002459,1,2,0.0,0,0,4301,0.0,118.0,360.0,1.0,2,1,4301.0,3.6335694425540916
457,LP002467,1,2,0.0,0,0,3708,2569.0,173.0,360.0,1.0,2,0,6277.0,3.7977521286507105
458,LP002472,1,0,2.0,0,0,4354,0.0,136.0,360.0,1.0,0,1,4354.0,3.6388884247050757
459,LP002473,1,2,0.0,0,0,8334,0.0,160.0,360.0,1.0,1,0,8334.0,3.9208534961212593
460,LP002478,2,2,0.0,0,2,2083,4083.0,160.0,360.0,1.0,1,1,6166.0,3.7900035203904894
461,LP002484,1,2,3.0,0,0,7740,0.0,128.0,180.0,1.0,2,1,7740.0,3.8887409606828927
462,LP002487,1,2,0.0,0,0,3015,2188.0,153.0,360.0,1.0,0,1,5203.0,3.7162538258960365
463,LP002489,0,0,1.0,1,1,5191,0.0,132.0,360.0,1.0,1,1,5191.0,3.7152510288788494
464,LP002493,1,0,0.0,0,0,4166,0.0,98.0,360.0,0.0,1,0,4166.0,3.619719265611727
465,LP002494,1,0,0.0,0,0,6000,0.0,140.0,360.0,1.0,0,1,6000.0,3.7781512503836434
466,LP002500,1,2,3.0,1,0,2947,1664.0,70.0,180.0,0.0,2,0,4611.0,3.6637951222194074
467,LP002501,2,2,0.0,0,0,16692,0.0,110.0,360.0,1.0,1,1,16692.0,4.222508376039671
468,LP002502,0,2,2.0,1,1,210,2917.0,98.0,360.0,1.0,1,1,3127.0,3.4951278812429334
469,LP002505,1,2,0.0,0,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,3.8314858392486575
470,LP002515,1,2,1.0,0,2,3450,2079.0,162.0,360.0,1.0,1,1,5529.0,3.7426465899387362
471,LP002517,1,2,1.0,1,0,2653,1500.0,113.0,180.0,0.0,0,0,4153.0,3.6183619311098782
472,LP002519,1,2,3.0,0,0,4691,0.0,100.0,360.0,1.0,1,1,4691.0,3.6712654329471586
473,LP002522,0,0,0.0,0,2,2500,0.0,93.0,360.0,1.0,2,1,2500.0,3.3979400086720375
474,LP002524,1,0,2.0,0,0,5532,4648.0,162.0,360.0,1.0,0,1,10180.0,4.00774777800074
475,LP002527,1,2,2.0,0,2,16525,1014.0,150.0,360.0,1.0,0,1,17539.0,4.2440048280914535
476,LP002529,1,2,2.0,0,0,6700,1750.0,230.0,300.0,1.0,1,1,8450.0,3.926856708949692
477,LP002530,2,2,2.0,0,0,2873,1872.0,132.0,360.0,0.0,1,0,4745.0,3.6762362167633116
478,LP002531,1,2,1.0,0,2,16667,2250.0,86.0,360.0,1.0,1,1,18917.0,4.276852263844274
479,LP002533,1,2,2.0,0,0,2947,1603.0,128.0,360.0,1.0,2,0,4550.0,3.6580113966571126
480,LP002534,0,0,0.0,1,0,4350,0.0,154.0,360.0,1.0,0,1,4350.0,3.6384892569546374
481,LP002536,1,2,3.0,1,0,3095,0.0,113.0,360.0,1.0,0,1,3095.0,3.490660653356137
482,LP002537,1,2,0.0,0,0,2083,3150.0,128.0,360.0,1.0,1,1,5233.0,3.718750734739665
483,LP002541,1,2,0.0,0,0,10833,0.0,234.0,360.0,1.0,1,1,10833.0,4.034748743146489
484,LP002543,1,2,2.0,0,0,8333,0.0,246.0,360.0,1.0,1,1,8333.0,3.920801381825654
485,LP002544,1,2,1.0,1,0,1958,2436.0,131.0,360.0,1.0,0,1,4394.0,3.6428600525844916
486,LP002545,1,0,2.0,0,0,3547,0.0,80.0,360.0,0.0,0,0,3547.0,3.549861188471943
487,LP002547,1,2,1.0,0,0,18333,0.0,500.0,360.0,1.0,2,0,18333.0,4.263233538439489
488,LP002555,1,2,2.0,0,2,4583,2083.0,160.0,360.0,1.0,1,1,6666.0,3.8238653093245114
489,LP002556,1,0,0.0,0,0,2435,0.0,75.0,360.0,1.0,2,0,2435.0,3.386498965550653
490,LP002560,1,0,0.0,1,0,2699,2785.0,96.0,360.0,1.0,1,1,5484.0,3.739097446117475
491,LP002562,1,2,1.0,1,0,5333,1131.0,186.0,360.0,1.0,2,1,6464.0,3.8105013477665297
492,LP002571,1,0,0.0,1,0,3691,0.0,110.0,360.0,1.0,0,1,3691.0,3.5671440451956573
